"Title","COG Category","Essentiality","Function","GO IDs","Pathway","Product","Short Name","Synonyms"
"CD630_17470","METABOLISM","","","GO:0004000, GO:0008270, GO:0009117, GO:0009168","","Adenosine deaminase (Adenosine aminohydrolase)","add",""
"CD630_17480","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_17490","METABOLISM","","","GO:0016829","","Putative 2-hydroxyacyl-CoA dehydratase","",""
"CD630_17500","METABOLISM","","","","","Putative CoA enzyme activase","",""
"CD630_17510","CELLULAR PROCESSES AND SIGNALING","","","GO:0008234","","Cell surface protein","cwp13",""
"CD630_17520","INFORMATION STORAGE AND PROCESSING","","","GO:0003677","","Transcriptional regulator, TetR family","",""
"CD630_17530","CELLULAR PROCESSES AND SIGNALING","","","GO:0005524, GO:0016887","","ABC-type transport system, multidrug-familyATP-binding protein","",""
"CD630_17540","METABOLISM","","","GO:0016021","","ABC-type transport system, multidrug-familypermease","",""
"CD630_17550","METABOLISM","","","GO:0016021","","ABC-type transport system, multidrug-familypermease","",""
"CD630_17551","INFORMATION STORAGE AND PROCESSING","","","GO:0003677","","Transcriptional regulator, HTH-type","",""
"CD630_17560","INFORMATION STORAGE AND PROCESSING","","Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions. ","GO:0006412, GO:0042586, GO:0046872","","Peptide deformylase 1 (PDF 1) (Polypeptidedeformylase 1)","def1","def"
"CD630_17570","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_17580","INFORMATION STORAGE AND PROCESSING","","","GO:0003824, GO:0051536","","Putative radical SAM superfamily protein","",""
"CD630_17590","POORLY CHARACTERIZED","","","GO:0008168, GO:0032259","","Putative SAM-dependent methyltransferase","",""
"CD630_17600","METABOLISM","","","","","Putative iron-sulfur protein","",""
"CD630_17610","POORLY CHARACTERIZED","","","GO:0003824, GO:0009058","","Putative phenazine biosynthesis PhzC/PhzFprotein","",""
"CD630_17620","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_17630","POORLY CHARACTERIZED","","","GO:0003676, GO:0016021","","Putative membrane protein","",""
"CD630_17640","POORLY CHARACTERIZED","","","GO:0003723, GO:0004826","","Putative phenylalanyl-tRNA synthetase beta chain","",""
"CD630_17650","INFORMATION STORAGE AND PROCESSING","","","GO:0016787","","Putative hydrolase, NUDIX family","",""
"CD630_17670","METABOLISM","Yes","","GO:0006006, GO:0016620, GO:0050661, GO:0051287","","Glyceraldehyde-3-phosphate dehydrogenase (GAPDH)","gapB",""
"CD630_17680","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein","",""
"CD630_17690","METABOLISM","","","","","Putative CoA enzyme activase","",""
"CD630_17700","INFORMATION STORAGE AND PROCESSING","","","GO:0003908, GO:0006281, GO:0032259","","Methylated-DNA-[protein]-cysteineS-methyltransferase 2","ogt2",""
"CD630_17710","POORLY CHARACTERIZED","","","GO:0004497","","Putative monooxygenase","",""
"CD630_17720","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_17730","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_17740","METABOLISM","","","","","ABC-type transport system, aminoacid-familyextracellular solute-binding protein","",""
"CD630_17750","METABOLISM","","","GO:0022857, GO:0043190, GO:0071705","","ABC-type transport system, aminoacid-familypermease","",""
"CD630_17760","METABOLISM","","","GO:0005524, GO:0015424, GO:0016887","","ABC-type transport system, aminoacid-familyATP-binding protein","",""
"CD630_17770","METABOLISM","","","","","Putative arsenate reductase","",""
"CD630_17780","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_17790","INFORMATION STORAGE AND PROCESSING","","","GO:0005524, GO:0016783","","Conserved hypothetical protein","",""
"CD630_17800","INFORMATION STORAGE AND PROCESSING","Yes","","GO:0003723, GO:0005525, GO:0008168, GO:0032259","","Putative methylase","",""
"CD630_17810","POORLY CHARACTERIZED","Yes","","","","Putative lipoprotein","",""
"CD630_17820","CELLULAR PROCESSES AND SIGNALING","Yes","","GO:0000160, GO:0003677, GO:0006355","","Two-component response regulator","",""
"CD630_17830","CELLULAR PROCESSES AND SIGNALING","Yes","","GO:0000155, GO:0005524, GO:0016021","","Two-component sensor histidine kinase","",""
"CD630_17840","INFORMATION STORAGE AND PROCESSING","","Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs. ","GO:0003723, GO:0031119, GO:0106029","","Pseudouridylate synthase (tRNA pseudouridinesynthase A)","truA2","truA"
"CD630_17850","METABOLISM","","","GO:0004055, GO:0005524, GO:0005737, GO:0006526","Amino-acid biosynthesis","Argininosuccinate synthase (Citrulline--aspartateligase)","argG",""
"CD630_17860","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_17870","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0006355","","Transcriptional regulator, MerR family","",""
"CD630_17890","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein, DUF421 family","",""
"CD630_17900","INFORMATION STORAGE AND PROCESSING","","","GO:0003676, GO:0004527","","Putative exonuclease","",""
"CD630_17920","METABOLISM, CELLULAR PROCESSES AND SIGNALING","","","GO:0008743, GO:0050662","","Putative L-threonine 3-dehydrogenase","",""
"CD630_17930","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_17950","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_17960","METABOLISM","","","GO:0016491, GO:0020037, GO:0046872, GO:0051539","","Putative nitrite and sulfite reductase subunit","",""
"CD630_17970","METABOLISM","","","GO:0005623, GO:0045454, GO:0050451, GO:0050660","","Coenzyme A disulfide reductase (CoA-disulfidereductase) (CoADR)","",""
"CD630_17980","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0003700","","Transcriptional regulator, LysR family","",""
"CD630_17990","CELLULAR PROCESSES AND SIGNALING","","","","","Tellurium resistance protein","terD",""
"CD630_18000","CELLULAR PROCESSES AND SIGNALING","","","","","Tellurium resistance protein","terD",""
"CD630_18010","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein","",""
"CD630_18020","POORLY CHARACTERIZED","","","GO:0016787","","Putative hydrolase, metallo-beta-lactamasesuperfamily","",""
"CD630_18030","CELLULAR PROCESSES AND SIGNALING","","","","","Putative cell wall-binding protein","cwp23",""
"CD630_18040","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0006355","","Transcriptional regulator, LacI family","scrR",""
"CD630_18050","METABOLISM","","Enables the bacterium to metabolize sucrose as a sole carbon source. ","GO:0004564, GO:0005737, GO:0005985","Glycan biosynthesis","Sucrose-6-phosphate hydrolase (Sucrase)(Invertase)","scrB",""
"CD630_18060","METABOLISM","","","GO:0008865","","Fructokinase","scrK",""
"CD630_18070","POORLY CHARACTERIZED","","","GO:0016491","","Putative NADPH-dependent FMN reductase","",""
"CD630_18080","METABOLISM","","","GO:0008836","","Pyridoxal-dependent decarboxylase, group IVdecarboxylase family","",""
"CD630_18100","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0045892","","Transcriptional regulator, beta-lactamsrepressor","",""
"CD630_18130","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_18140","METABOLISM","","","GO:0003824","","Putative phosphoglycerate mutase","",""
"CD630_18150","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_18160","METABOLISM","","","GO:0004127, GO:0005524, GO:0005737, GO:0006220","","Cytidylate kinase (CK) (Cytidine monophosphatekinase) (CMP kinase)","cmk",""
"CD630_18170","METABOLISM","Yes","","GO:0003841, GO:0008654, GO:0016020","","Putative acyltransferase","",""
"CD630_18180","METABOLISM","Yes","Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP/MEP pathway for isoprenoid precursor biosynthesis. ","GO:0016114, GO:0019288, GO:0046872, GO:0050992, GO:0051539, GO:0051745","Isoprenoid biosynthesis","4-hydroxy-3-methylbut-2-enyl diphosphatereductase","ispH",""
"CD630_18190","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein","",""
"CD630_18210","INFORMATION STORAGE AND PROCESSING","Yes","","","","Transposase-like protein B","tlpB",""
"CD630_18220","CELLULAR PROCESSES AND SIGNALING","","","GO:0004601, GO:0005623, GO:0045454, GO:0051920","","Putative thiol peroxidase","bcp",""
"CD630_18230","INFORMATION STORAGE AND PROCESSING","","","","","Conserved hypothetical protein, UPF0246 family","",""
"CD630_18240","METABOLISM","","","GO:0000166, GO:0016021, GO:0016787","","P-type calcium transport ATPase","",""
"CD630_18250","METABOLISM","","","GO:0003961, GO:0019346, GO:0030170","","O-acetylhomoserine sulfhydrylase","metY",""
"CD630_18260","METABOLISM","","Transfers an acetyl group from acetyl-CoA to L-homoserine, forming acetyl-L-homoserine. ","GO:0004414, GO:0005737, GO:0008899, GO:0009086","Amino-acid biosynthesis","Homoserine O-succinyltransferase","metA","metAA"
"CD630_18270","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0003700","","Transcriptional regulator, MarR family","",""
"CD630_18280","CELLULAR PROCESSES AND SIGNALING","","Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins. ","GO:0004222, GO:0005524, GO:0005886, GO:0008270, GO:0016021, GO:0016887, GO:0030163, GO:0051301","","Cell division protease FtsH1","ftsH1","ftsH"
"CD630_18290","CELLULAR PROCESSES AND SIGNALING","","","GO:0000155, GO:0005524, GO:0016021","","Two-component sensor histidine kinase KdpD","kdpD",""
"CD630_18300","CELLULAR PROCESSES AND SIGNALING","","","GO:0000160, GO:0003677, GO:0006355","","Two-component response regulator KdpE","kdpE",""
"CD630_18310","METABOLISM","","","GO:0016021, GO:0046873","","Putative cation (Mg2+ and Co2+)transport-related, membrane protein","",""
"CD630_18320","METABOLISM","","","GO:0003849, GO:0009073, GO:0016832","","3-deoxy-D-arabino-heptulosonate 7-phosphatesynthase","aroF",""
"CD630_18330","METABOLISM","","Catalyzes the conversion of 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ). ","GO:0000166, GO:0003856, GO:0005737, GO:0009073, GO:0009423, GO:0046872","Metabolic intermediate biosynthesis","3-dehydroquinate synthase","aroB",""
"CD630_18340","METABOLISM","","Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3-phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate. ","GO:0003866, GO:0005737, GO:0009073, GO:0009423","Metabolic intermediate biosynthesis","3-phosphoshikimate 1-carboxyvinyltransferase","aroA",""
"CD630_18350","METABOLISM","","Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system. ","GO:0004107, GO:0009073, GO:0009423","Metabolic intermediate biosynthesis","Chorismate synthase(5-enolpyruvylshikimate-3-phosphate phospholyase)","aroC",""
"CD630_18360","METABOLISM","","","GO:0004106, GO:0004664, GO:0009094, GO:0046417","","Bifunctional P-protein, chorismatemutase/prephenate dehydratase","pheA",""
"CD630_18370","METABOLISM","","Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA). ","GO:0004764, GO:0009073, GO:0009423, GO:0019632, GO:0050661","Metabolic intermediate biosynthesis","Shikimate dehydrogenase 1","aroE1","aroE"
"CD630_18380","METABOLISM","","Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate. ","GO:0000287, GO:0004765, GO:0005524, GO:0005737, GO:0009073, GO:0009423","Metabolic intermediate biosynthesis","Shikimate kinase (SK)","aroK",""
"CD630_18390","METABOLISM","","","GO:0004665, GO:0006571, GO:0008977","","Prephenate dehydrogenase","tyrC",""
"CD630_18400","CELLULAR PROCESSES AND SIGNALING","","","GO:0016021","","Putative diguanylate kinase signaling protein","",""
"CD630_18410","CELLULAR PROCESSES AND SIGNALING","","","GO:0016021, GO:0016301","","Two-component sensor histidine kinase","",""
"CD630_18420","POORLY CHARACTERIZED","","","GO:0016021","","Conserved hypothetical protein, DUF218 family","",""
"CD630_18430","POORLY CHARACTERIZED","","","GO:0048037","","Conserved hypothetical protein","",""
"CD630_18450","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein Tn1549-like, CTn5-Orf1","",""
"CD630_18460","POORLY CHARACTERIZED","","","","","Putative conjugative transposon proteinTn1549-like, CTn5-Orf2","",""
"CD630_18470","POORLY CHARACTERIZED","","","","","Putative conjugative transposon proteinTn1549-like, CTn5-Orf3","",""
"CD630_18480","POORLY CHARACTERIZED","","","","","Putative conjugative transposon proteinTn1549-like, CTn5-Orf4","",""
"CD630_18490","CELLULAR PROCESSES AND SIGNALING","","","GO:0009291, GO:0016020","","Putative conjugative transfer proteinTn1549-like, CTn5-Orf5","",""
"CD630_18500","INFORMATION STORAGE AND PROCESSING","","","GO:0003700, GO:0043565","","Transcriptional regulator, AraC family;Tn1549-like, CTn5-Orf6","",""
"CD630_18510","POORLY CHARACTERIZED","","","GO:0003697","","Putative single-strand DNA-binding proteinTn1549-like, CTn5-Orf7","",""
"CD630_18520","POORLY CHARACTERIZED","","","GO:0016021","","Putative conjugative transposon proteinTn1549-like, CTn5-Orf8","",""
"CD630_18530","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein Tn1549-like, CTn5-Orf9","",""
"CD630_18540","POORLY CHARACTERIZED","","","GO:0016021","","Putative conjugative transposon proteinTn1549-like, CTn5-Orf10","",""
"CD630_18550","POORLY CHARACTERIZED","","","GO:0016021","","Putative conjugative transposon proteinTn1549-like, CTn5-Orf11","",""
"CD630_18560","CELLULAR PROCESSES AND SIGNALING","","","GO:0016787","","Putative hydrolase Tn1549-like, CTn5-Orf12","",""
"CD630_18570","CELLULAR PROCESSES AND SIGNALING","","","GO:0016021, GO:0016787","","Putative cell wall hydrolase Tn1549-like,CTn5-Orf13","",""
"CD630_18571","POORLY CHARACTERIZED","","","","","Putative conjugative transposon proteinTn1549-like, CTn5-Orf14","",""
"CD630_18580","POORLY CHARACTERIZED","","","GO:0016021","","Putative cell surface protein Tn1549-like,CTn5-Orf15","",""
"CD630_18590","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0003917, GO:0006265","","DNA topoisomerase protein, type IA, Tn1549-like,CTn5-Orf16","",""
"CD630_18591","INFORMATION STORAGE AND PROCESSING","","","GO:0003677","","Transcriptional regulator, AbrB family;Tn1549-like, CTn5-Orf17","",""
"CD630_18600","POORLY CHARACTERIZED","","","","","Putative conjugative transposon protein DUF1016family, Tn1549-like, CTn5-Orf18","",""
"CD630_18610","METABOLISM","","","GO:0008168, GO:0032259, GO:1901106","","Putative conjugative transposon proteinTn1549-like, CTn5-Orf19","",""
"CD630_18620","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0004386, GO:0005524","","Putative DNA/RNA helicase Tn1549-like,CTn5-Orf21","",""
"CD630_18630","POORLY CHARACTERIZED","","","GO:0003697","","Putative single-strand DNA-binding proteinTn1549-like, CTn5-Orf22","",""
"CD630_18640","INFORMATION STORAGE AND PROCESSING","","","GO:0003677","","Transcriptional regulator, HTH-type Tn1549-like,CTn5-Orf23","",""
"CD630_18650","POORLY CHARACTERIZED","","","","","Putative DNA recombination protein Tn1549-like,CTn5-Orf24","",""
"CD630_18660","POORLY CHARACTERIZED","","","GO:0003677, GO:0003678, GO:0005524","","Putative conjugative transposon proteintn1549-like, CTn5-Orf25","",""
"CD630_18670","POORLY CHARACTERIZED","","","","","Putative conjugative transposon proteinTn1549-like, CTn5-Orf26","",""
"CD630_18680","POORLY CHARACTERIZED","","","","","Putative conjugative transposon proteinTn1549-like, CTn5-Orf27","",""
"CD630_18690","CELLULAR PROCESSES AND SIGNALING","","","GO:0004519","","Putative endonuclease relaxase Tn1549-like,CTn5-Orf28","",""
"CD630_18700","POORLY CHARACTERIZED","","","","","Putative conjugative transposon proteinTn1549-like, CTn5-Orf29","",""
"CD630_18710","CELLULAR PROCESSES AND SIGNALING","","","GO:0005623, GO:0016209, GO:0016491, GO:0045454","","Putative oxidoreductase Tn1549-like, CTn5-Orf30","",""
"CD630_18720","METABOLISM","","","GO:0016021","","Putative iron-sulfur binding protein Tn1549-like,CTn5-Orf32","",""
"CD630_18730","CELLULAR PROCESSES AND SIGNALING","","","GO:0016021","","ABC-type transport system, permease Tn1549-like,CTn5-Orf33","vexP1",""
"CD630_18740","CELLULAR PROCESSES AND SIGNALING","","","GO:0005524, GO:0016887","","ABC-type transport system, ATP-binding proteinTn1549-like, CTn5-Orf34","vexP2",""
"CD630_18750","CELLULAR PROCESSES AND SIGNALING","","","GO:0016021","","ABC-type transport system, permease Tn1549-like,CTn5-Orf35","vexP3",""
"CD630_18760","CELLULAR PROCESSES AND SIGNALING","","","GO:0000160, GO:0003677, GO:0006355","","Two-component response regulator; Tn1549-like,CTn5-Orf36","vncR",""
"CD630_18770","CELLULAR PROCESSES AND SIGNALING","","","GO:0000155, GO:0005524, GO:0016021","","Two-component sensor histidine kinase;Tn1549-like, CTn5-Orf37","vncS",""
"CD630_18780","POORLY CHARACTERIZED","","","","","Putative sigma factor Tn1549-like, CTn5-Orf38","",""
"CD630_18782","POORLY CHARACTERIZED","","","","","Putative conjugative transposon proteinTn1549-like, CTn5-Orf39","",""
"CD630_18820","INFORMATION STORAGE AND PROCESSING","","","GO:0000150, GO:0003677","","Site-specific recombinase","",""
"CD630_18830","INFORMATION STORAGE AND PROCESSING","","","GO:0003700, GO:0043565","","Transcriptional regulator, AraC family","",""
"CD630_18850","POORLY CHARACTERIZED","","","","","Putative acetylesterase","",""
"CD630_18860","INFORMATION STORAGE AND PROCESSING","","","","","Transcriptional regulator, PadR family","",""
"CD630_18870","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0003700, GO:0006352, GO:0016987","","Extra-Cytoplasmic Function sigma factors, ECFfamily","csfU",""
"CD630_18880","POORLY CHARACTERIZED","","","GO:0016021","","Anti Sigma Factor, ECF family","rsiU",""
"CD630_18890","CELLULAR PROCESSES AND SIGNALING","","","GO:0005524, GO:0016887","","ABC-type transport system, multidrug-familyATP-binding protein","",""
"CD630_18900","POORLY CHARACTERIZED","","","GO:0016021, GO:0055085","","ABC-type transport system, multidrug-familypermease","",""
"CD630_18920","METABOLISM","","","GO:0008168, GO:0032259","","Putative methyltransferase, type 11 family","",""
"CD630_18930","POORLY CHARACTERIZED","","","GO:0002161","","Putative oligonucleotide binding regulator","",""
"CD630_18940","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_18950","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_18960","POORLY CHARACTERIZED","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_18970","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_18980","CELLULAR PROCESSES AND SIGNALING","","","GO:0008745, GO:0009253","","Putative phage-related cell wall hydrolase(endolysin)","",""
"CD630_18990","METABOLISM","","","GO:0004132, GO:0006220, GO:0008270","","Putative dCMP deaminase","",""
"CD630_19010","POORLY CHARACTERIZED","","","GO:0003677, GO:0016021","","Transcriptional regulator, Phage-type","",""
"CD630_19030","POORLY CHARACTERIZED","","","GO:0004190, GO:0016021","","Putative lipoprotein signal peptidase","",""
"CD630_19040","METABOLISM","","","GO:0005886, GO:0016021, GO:0055085","","ABC-type transport system, permease","",""
"CD630_19050","INFORMATION STORAGE AND PROCESSING","","","GO:0000150, GO:0003677","","Site-specific recombinase, resolvase family","",""
"CD630_19070","METABOLISM","","","GO:0004022, GO:0046872","","Ethanolamine iron-dependent Alcoholdehydrogenase","eutG",""
"CD630_19080","METABOLISM","","","GO:0031469","","Ethanolamine carboxysome structural protein, BMCfamily","eutS",""
"CD630_19090","METABOLISM","","","GO:0005524, GO:0006576","","Ethanolamine utilization protein, GTPase family","eutP",""
"CD630_19100","CELLULAR PROCESSES AND SIGNALING","","","GO:0000160, GO:0003723","","Two-component response regulator, Ethanolaminespecific","eutV",""
"CD630_19110","CELLULAR PROCESSES AND SIGNALING","","","GO:0016301","","Two-component sensor histidine kinase,Ethanolamine specific","eutW",""
"CD630_19120","METABOLISM","","","GO:0016829","","Ethanolamine reactivating factor for ammonialyase eutBC","eutA",""
"CD630_19130","METABOLISM","","","GO:0006520, GO:0008851","","Ethanolamine ammonia lyase large subunit","eutB",""
"CD630_19140","METABOLISM","","","GO:0006520, GO:0008851, GO:0031419, GO:0046336","Amine and polyamine degradation","Ethanolamine ammonia lyase small subunit","eutC",""
"CD630_19150","METABOLISM","","","GO:0005198, GO:0031469","","Ethanolamine carboxysome structural protein, BMCfamily","eutL",""
"CD630_19160","METABOLISM","","","","","Ethanolamine carboxysome structural protein, BMCfamily","eutK",""
"CD630_19170","METABOLISM","","","GO:0008774","","Ethanolamine acetaldehyde oxydoreductase","eutE",""
"CD630_19180","METABOLISM","Yes","","","","Ethanolamine carboxysome structural protein, BMCfamily","eutM",""
"CD630_19190","METABOLISM","","","GO:0005524, GO:0006580, GO:0008817, GO:0009236","","Ethanolamine corrinoid cobalaminadenosyltransferase","eutT",""
"CD630_19200","METABOLISM","","Involved in 1,2-propanediol (1,2-PD) degradation by catalyzing the conversion of propanoyl-CoA to propanoyl-phosphate. ","GO:0016747, GO:0051144","Polyol metabolism","Putative phosphotransacetylase","eutD",""
"CD630_19210","POORLY CHARACTERIZED","","","","","Putative ethanolamine utilization protein","",""
"CD630_19220","METABOLISM","","","","","Ethanolamine carboxysome structural protein, BMCfamily","eutN",""
"CD630_19230","METABOLISM","","","","","Ethanolamine carboxysome structural protein, BMCfamily","",""
"CD630_19240","METABOLISM","","","GO:0016021, GO:0034228","","Ethanolamine transport protein","eutH",""
"CD630_19250","METABOLISM","","","GO:0046872","","Ethanolamine utilization protein, Cupin barrelsfamily","eutQ",""
"CD630_19280","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein","",""
"CD630_19290","CELLULAR PROCESSES AND SIGNALING","","","GO:0016021","","Putative membrane protein","",""
"CD630_19300","CELLULAR PROCESSES AND SIGNALING","","","","","Putative lipoprotein","",""
"CD630_19310","INFORMATION STORAGE AND PROCESSING","Yes","Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair. ","GO:0003677, GO:0004252, GO:0006260, GO:0006281, GO:0009432, GO:0045892","","Transcriptional regulator, LexA repressor","lexA",""
"CD630_19320","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0006310, GO:0015074","","Putative phage integrase","",""
"CD630_19330","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein","",""
"CD630_19340","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_19350","POORLY CHARACTERIZED","","","GO:0003676","","Stage V sporulation protein S","spoVS",""
"CD630_19360","METABOLISM","Yes","Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA. ","GO:0003989, GO:0005524, GO:0006633, GO:0009317, GO:0016743, GO:2001295","Lipid metabolism","Acetyl-coenzyme A carboxylase carboxyltransferase subunit alpha","accA",""
"CD630_19370","METABOLISM","Yes","Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl-CoA. ","GO:0003989, GO:0005524, GO:0006633, GO:0008270, GO:0009317, GO:0016743, GO:2001295","Lipid metabolism","Acetyl-CoA carboxylase subunit beta","accD",""
"CD630_19380","METABOLISM","Yes","This protein is a component of the acetyl coenzyme A carboxylase complex; first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA. ","GO:0003989, GO:0004075, GO:0005524, GO:0006633, GO:0046872, GO:2001295","Lipid metabolism","Acetyl-CoA carboxylase subunit","accC",""
"CD630_19390","METABOLISM","Yes","This protein is a component of the acetyl coenzyme A carboxylase complex; first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA. ","GO:0003989, GO:0006633, GO:0009317","Lipid metabolism","Acetyl-CoA carboxylase subunit","accB",""
"CD630_19420","METABOLISM","","Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA. ","GO:0008176","tRNA modification","tRNA (guanine-N(7)-)-methyltransferase(tRNA(m7G46)-methyltransferase)","trmB",""
"CD630_19430","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_19450","METABOLISM","","","","","Putative enzyme","",""
"CD630_19460","INFORMATION STORAGE AND PROCESSING","","","GO:0003700, GO:0043565","","Transcriptional regulator, AraC family","",""
"CD630_19470","CELLULAR PROCESSES AND SIGNALING","","","GO:0005524, GO:0016887","","ABC-type transport system, ATP-binding protein","",""
"CD630_19480","CELLULAR PROCESSES AND SIGNALING","","","GO:0005886, GO:0016021","","ABC-type transport system, permease","",""
"CD630_19490","CELLULAR PROCESSES AND SIGNALING","","","GO:0000155, GO:0005524, GO:0016021","","Two-component sensor histidine kinase","",""
"CD630_19500","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein","",""
"CD630_19510","INFORMATION STORAGE AND PROCESSING","","","GO:0008080","","putative Acyl-CoA N-acyltransferase","",""
"CD630_19520","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0003700","","Transcriptional regulator, LysR family","",""
"CD630_19530","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_19540","CELLULAR PROCESSES AND SIGNALING","","","GO:0016021","","ABC-type transport system, permease","",""
"CD630_19550","CELLULAR PROCESSES AND SIGNALING","","","GO:0005524, GO:0016887","","ABC-type transport system, ATP-binding protein","",""
"CD630_19560","CELLULAR PROCESSES AND SIGNALING","","","GO:0000155, GO:0005524","","Two-component sensor histidine kinase","",""
"CD630_19570","CELLULAR PROCESSES AND SIGNALING","","","GO:0000160, GO:0003677, GO:0006355","","Two-component response regulator","",""
"CD630_19580","METABOLISM","","","","","Putative 4Fe-4S binding protein; putativeferredoxin; putative dehydrogenase; putative reductase","",""
"CD630_19590","CELLULAR PROCESSES AND SIGNALING","","","GO:0000160, GO:0003677, GO:0006355","","Two-component response regulator","",""
"CD630_19600","CELLULAR PROCESSES AND SIGNALING","","","GO:0000155, GO:0005524, GO:0016021","","Two-component sensor histidine kinase","",""
"CD630_19610","CELLULAR PROCESSES AND SIGNALING","","","GO:0005524, GO:0016887","","ABC-type transport system, ATP-binding protein","",""
"CD630_19620","CELLULAR PROCESSES AND SIGNALING","","","GO:0016021","","ABC-type transport system, permease","",""
"CD630_19630","METABOLISM","","","GO:0008168, GO:0032259","","Putative methyltransferase","",""
"CD630_19640","INFORMATION STORAGE AND PROCESSING","","","GO:0003677","","Putative transcriptional regulator","",""
